,movieId,mean,count,title
2576,3448,3.802325581395349,43,"Good Morning, Vietnam (1987)"
2577,3449,4.0,1,"Good Mother, The (1988)"
2578,3450,3.293103448275862,29,Grumpy Old Men (1993)
2579,3451,4.545454545454546,11,Guess Who's Coming to Dinner (1967)
2580,3452,3.0833333333333335,18,Romeo Must Die (2000)
2581,3453,3.0,2,Here on Earth (2000)
2582,3454,2.25,2,Whatever It Takes (2000)
2583,3455,2.5,1,Buddy Boy (1999)
2584,3459,4.0,1,Gothic (1986)
2585,3461,3.0384615384615383,13,Lord of the Flies (1963)
2586,3462,3.72,25,Modern Times (1936)
2587,3466,3.0,8,Heart and Souls (1993)
2588,3467,3.75,4,Hud (1963)
2589,3468,4.333333333333333,18,"Hustler, The (1961)"
2590,3469,4.083333333333333,6,Inherit the Wind (1960)
2591,3470,4.3,5,Dersu Uzala (1975)
2592,3471,3.7416666666666667,60,Close Encounters of the Third Kind (1977)
2593,3473,5.0,2,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
2594,3474,4.0,1,Retroactive (1997)
2595,3475,4.5,2,"Place in the Sun, A (1951)"
2596,3476,3.5576923076923075,26,Jacob's Ladder (1990)
2597,3477,3.3846153846153846,13,Empire Records (1995)
2598,3478,2.7857142857142856,7,"Bamba, La (1987)"
2599,3479,3.3333333333333335,18,Ladyhawke (1985)
2600,3480,3.3333333333333335,3,Lucas (1986)
2601,3481,3.6666666666666665,75,High Fidelity (2000)
2602,3483,3.1153846153846154,13,"Road to El Dorado, The (2000)"
2603,3484,2.75,10,"Skulls, The (2000)"
2604,3489,3.358490566037736,53,Hook (1991)
2605,3492,4.0,1,"Son of the Sheik, The (1926)"
2606,3494,4.0,6,True Grit (1969)
2607,3496,5.0,1,Madame Sousatzka (1988)
2608,3497,2.5,4,Max Dugan Returns (1983)
2609,3498,4.0,8,Midnight Express (1978)
2610,3499,3.840909090909091,44,Misery (1990)
2611,3500,3.0,4,Mr. Saturday Night (1992)
2612,3501,2.3,5,Murphy's Romance (1985)
2613,3502,3.5,3,My Life (1993)
2614,3503,4.090909090909091,11,Solaris (Solyaris) (1972)
2615,3504,4.0227272727272725,22,Network (1976)
2616,3505,3.7222222222222223,9,No Way Out (1987)
2617,3506,3.0,5,North Dallas Forty (1979)
2618,3507,4.066666666666666,15,"Odd Couple, The (1968)"
2619,3508,4.25,18,"Outlaw Josey Wales, The (1976)"
2620,3510,3.4166666666666665,36,Frequency (2000)
2621,3511,2.25,6,Ready to Rumble (2000)
2622,3512,3.5625,8,Return to Me (2000)
2623,3513,3.0714285714285716,7,Rules of Engagement (2000)
2624,3514,3.0,1,Joe Gould's Secret (2000)
2625,3515,3.611111111111111,9,Me Myself I (2000)
2626,3516,3.375,4,"Bell, Book and Candle (1958)"
2627,3519,2.9166666666666665,6,Force 10 from Navarone (1978)
2628,3521,3.4285714285714284,7,Mystery Train (1989)
2629,3524,2.8,10,Arthur (1981)
2630,3525,2.9,5,Bachelor Party (1984)
2631,3526,3.7,15,Parenthood (1989)
2632,3527,3.581967213114754,61,Predator (1987)
2633,3528,3.4,5,"Prince of Tides, The (1991)"
2634,3529,3.5,5,"Postman Always Rings Twice, The (1981)"
2635,3531,5.0,1,All the Vermeers in New York (1990)
2636,3534,3.3,25,28 Days (2000)
2637,3535,3.788135593220339,59,American Psycho (2000)
2638,3536,3.4523809523809526,21,Keeping the Faith (2000)
2639,3537,3.3333333333333335,3,Where the Money Is (2000)
2640,3538,3.2,5,East is East (1999)
2641,3539,3.25,2,"Filth and the Fury, The (2000)"
2642,3543,3.75,14,Diner (1982)
2643,3544,2.3333333333333335,3,Shakes the Clown (1992)
2644,3545,3.0,5,Cabaret (1972)
2645,3546,4.5,2,What Ever Happened to Baby Jane? (1962)
2646,3548,3.7,5,Auntie Mame (1958)
2647,3549,3.9375,8,Guys and Dolls (1955)
2648,3550,3.6666666666666665,6,The Hunger (1983)
2649,3551,3.4615384615384617,13,Marathon Man (1976)
2650,3552,3.826923076923077,52,Caddyshack (1980)
2651,3553,2.4,5,Gossip (2000)
2652,3554,3.0,3,Love and Basketball (2000)
2653,3555,3.4242424242424243,33,U-571 (2000)
2654,3556,3.769230769230769,26,"Virgin Suicides, The (1999)"
2655,3557,2.9,5,Jennifer 8 (1992)
2656,3559,3.6666666666666665,3,Limelight (1952)
2657,3563,2.5,3,"Crow: Salvation, The (2000)"
2658,3564,1.625,12,"Flintstones in Viva Rock Vegas, The (2000)"
2659,3565,3.5,7,Where the Heart Is (2000)
2660,3566,2.875,8,"Big Kahuna, The (2000)"
2661,3567,5.0,1,Bossa Nova (2000)
2662,3568,4.0,1,Smiling Fish and Goat on Fire (1999)
2663,3569,4.0,2,"Idiots, The (Idioterne) (1998)"
2664,3571,3.0,2,Time Code (2000)
2665,3572,2.0,4,Carnosaur (1993)
2666,3573,1.5,2,Carnosaur 2 (1995)
2667,3574,1.0,1,Carnosaur 3: Primal Species (1996)
2668,3576,3.5,4,"Hidden, The (1987)"
2669,3577,2.0,2,Two Moon Junction (1988)
2670,3578,3.9382352941176473,170,Gladiator (2000)
2671,3580,3.5,2,Up at the Villa (2000)
2672,3581,3.5,2,Human Traffic (1999)
2673,3584,2.0,4,Breathless (1983)
2674,3586,4.0,1,The Idolmaker (1980)
2675,3587,2.5,2,Inferno (1980)
2676,3590,2.0,1,"Lords of Flatbush, The (1974)"
2677,3591,2.7333333333333334,15,Mr. Mom (1983)
2678,3592,4.5,1,"Time Masters (Maîtres du temps, Les) (1982)"
2679,3593,1.6578947368421053,19,Battlefield Earth (2000)
2680,3594,3.25,6,Center Stage (2000)
2681,3596,1.0,1,Screwed (2000)
2682,3597,2.0,2,Whipped (2000)
2683,3598,3.0,3,Hamlet (2000)
2684,3599,3.2,5,Anchors Aweigh (1945)
2685,3604,0.5,1,Gypsy (1962)
2686,3606,3.75,4,On the Town (1949)
2687,3608,2.94,25,Pee-wee's Big Adventure (1985)
2688,3609,3.5,1,Regret to Inform (1998)
2689,3614,2.9375,8,Honeymoon in Vegas (1992)
2690,3615,3.107142857142857,14,Dinosaur (2000)
2691,3616,3.3,10,Loser (2000)
2692,3617,3.0853658536585367,41,Road Trip (2000)
2693,3618,3.5416666666666665,12,Small Time Crooks (2000)
2694,3619,2.0,1,"Hollywood Knights, The (1980)"
2695,3622,3.0,1,"Twelve Chairs, The (1970)"
2696,3623,2.7142857142857144,77,Mission: Impossible II (2000)
2697,3624,3.1511627906976742,43,Shanghai Noon (2000)
2698,3625,2.0,1,Better Living Through Circuitry (1999)
2699,3626,3.3333333333333335,3,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
2700,3627,3.875,4,Carnival of Souls (1962)
2701,3628,3.0,2,Flying Tigers (1942)
2702,3629,4.071428571428571,7,"Gold Rush, The (1925)"
2703,3632,4.0,5,Monsieur Verdoux (1947)
2704,3633,3.264705882352941,17,On Her Majesty's Secret Service (1969)
2705,3634,4.0,1,Seven Days in May (1964)
2706,3635,3.4444444444444446,18,"Spy Who Loved Me, The (1977)"
2707,3637,5.0,1,Vagabond (Sans toit ni loi) (1985)
2708,3638,3.1346153846153846,26,Moonraker (1979)
2709,3639,3.5833333333333335,18,"Man with the Golden Gun, The (1974)"
2710,3640,4.0,1,"King in New York, A (1957)"
2711,3641,4.0,2,"Woman of Paris, A (1923)"
2712,3643,3.5,2,"Fighting Seabees, The (1944)"
2713,3646,2.176470588235294,17,Big Momma's House (2000)
2714,3648,4.0,1,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)"
2715,3649,2.6875,8,American Gigolo (1980)
2716,3652,3.0,1,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)"
2717,3653,4.166666666666667,3,"Endless Summer, The (1966)"
2718,3654,3.769230769230769,13,"Guns of Navarone, The (1961)"
2719,3655,4.25,2,Blow-Out (La grande bouffe) (1973)
2720,3658,3.0,1,Quatermass and the Pit (1967)
2721,3660,2.0,2,Puppet Master (1989)
2722,3661,3.0,1,Puppet Master II (1991)
2723,3662,3.0,2,Puppet Master III: Toulon's Revenge (1991)
2724,3663,2.0,1,Puppet Master 4 (1993)
2725,3664,2.0,1,Puppet Master 5: The Final Chapter (1994)
2726,3667,1.0,1,Rent-A-Cop (1988)
2727,3668,3.6666666666666665,15,Romeo and Juliet (1968)
2728,3669,2.5,1,Stay Tuned (1992)
2729,3671,3.935483870967742,62,Blazing Saddles (1974)
2730,3672,3.8,5,Benji (1974)
2731,3673,4.5,2,Benji the Hunted (1987)
2732,3674,4.0,1,For the Love of Benji (1977)
2733,3675,4.1875,8,White Christmas (1954)
2734,3676,3.75,10,Eraserhead (1977)
2735,3677,4.125,4,Baraka (1992)
2736,3678,5.0,1,"Man with the Golden Arm, The (1955)"
2737,3679,3.75,2,"Decline of Western Civilization, The (1981)"
2738,3680,3.0,1,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
2739,3681,4.151515151515151,33,For a Few Dollars More (Per qualche dollaro in più) (1965)
2740,3682,3.7,5,Magnum Force (1973)
2741,3683,4.0,19,Blood Simple (1984)
2742,3684,3.0714285714285716,7,"Fabulous Baker Boys, The (1989)"
2743,3685,3.7777777777777777,9,Prizzi's Honor (1985)
2744,3686,2.933333333333333,15,Flatliners (1990)
2745,3687,5.0,1,Light Years (Gandahar) (1988)
2746,3688,2.1363636363636362,11,Porky's (1982)
2747,3689,1.75,4,Porky's II: The Next Day (1983)
2748,3690,2.0,5,Porky's Revenge (1985)
2749,3691,3.0,1,Private School (1983)
2750,3692,3.0,1,Class of Nuke 'Em High (1986)
2751,3693,2.125,8,"Toxic Avenger, The (1985)"
2752,3694,2.0,2,"Toxic Avenger, Part II, The (1989)"
2753,3695,2.0,2,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)"
2754,3696,3.1666666666666665,3,Night of the Creeps (1986)
2755,3697,2.9047619047619047,21,Predator 2 (1990)
2756,3698,3.2205882352941178,34,"Running Man, The (1987)"
2757,3699,3.1538461538461537,13,Starman (1984)
2758,3700,2.5,1,"Brother from Another Planet, The (1984)"
2759,3701,3.1153846153846154,13,Alien Nation (1988)
2760,3702,3.486842105263158,38,Mad Max (1979)
2761,3703,4.0375,40,"Road Warrior, The (Mad Max 2) (1981)"
2762,3704,3.2708333333333335,24,Mad Max Beyond Thunderdome (1985)
2763,3705,2.3125,8,Bird on a Wire (1990)
2764,3706,3.0,8,Angel Heart (1987)
2765,3707,2.7,10,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
2766,3708,3.05,10,Firestarter (1984)
2767,3709,2.0,1,Sleepwalkers (1992)
2768,3710,1.6666666666666667,3,Action Jackson (1988)
2769,3711,4.0,1,Sarafina! (1992)
2770,3712,2.8333333333333335,3,Soapdish (1991)
2771,3713,4.0,1,"Long Walk Home, The (1990)"
2772,3714,2.5,1,Clara's Heart (1988)
2773,3715,2.75,2,Burglar (1987)
2774,3716,1.0,1,Fatal Beauty (1987)
2775,3717,3.221311475409836,61,Gone in 60 Seconds (2000)
2776,3719,3.0,2,Love's Labour's Lost (2000)
2777,3720,4.0,1,Sunshine (1999)
2778,3723,3.8,5,Hamlet (1990)
2779,3724,3.3,5,Coming Home (1978)
2780,3725,3.5,2,American Pop (1981)
2781,3726,3.6,5,Assault on Precinct 13 (1976)
2782,3727,4.3125,8,Near Dark (1987)
2783,3728,3.75,4,One False Move (1992)
2784,3729,4.0,3,Shaft (1971)
2785,3730,4.205882352941177,17,"Conversation, The (1974)"
2786,3731,3.0,1,Cutter's Way (1981)
2787,3732,3.0,4,"Fury, The (1978)"
2788,3733,3.8333333333333335,3,"Paper Chase, The (1973)"
2789,3735,3.7941176470588234,17,Serpico (1973)
2790,3736,3.0,1,"Ace in the Hole (Big Carnival, The) (1951)"
2791,3737,4.0,1,Lonely Are the Brave (1962)
2792,3738,3.0,2,"Sugarland Express, The (1974)"
2793,3739,3.5,1,Trouble in Paradise (1932)
2794,3740,3.857142857142857,28,Big Trouble in Little China (1986)
2795,3741,4.090909090909091,11,Badlands (1973)
2796,3742,3.65,10,Battleship Potemkin (1925)
2797,3743,2.0,3,Boys and Girls (2000)
2798,3744,2.6578947368421053,19,Shaft (2000)
2799,3745,3.413793103448276,29,Titan A.E. (2000)
2800,3746,4.0,2,Butterfly (La lengua de las mariposas) (1999)
2801,3747,3.5,2,Jesus' Son (1999)
2802,3751,3.551282051282051,78,Chicken Run (2000)
2803,3752,3.0869565217391304,46,"Me, Myself & Irene (2000)"
2804,3753,3.448529411764706,68,"Patriot, The (2000)"
2805,3754,2.2222222222222223,9,"Adventures of Rocky and Bullwinkle, The (2000)"
2806,3755,3.1704545454545454,44,"Perfect Storm, The (2000)"
2807,3756,4.0,1,"Golden Bowl, The (2000)"
2808,3758,3.5,2,Communion (1989)
2809,3760,3.5,3,"Kentucky Fried Movie, The (1977)"
2810,3761,4.0,1,"Blood In, Blood Out (1993)"
2811,3763,3.21875,16,F/X (1986)
2812,3764,2.3,5,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)
2813,3765,3.0,2,"Hot Spot, The (1990)"
2814,3766,2.0833333333333335,6,Missing in Action (1984)
2815,3767,1.6666666666666667,3,Missing in Action 2: The Beginning (1985)
2816,3768,1.25,2,Braddock: Missing in Action III (1988)
2817,3769,3.3333333333333335,3,Thunderbolt and Lightfoot (1974)
2818,3770,2.6666666666666665,6,Dreamscape (1984)
2819,3771,4.0,3,The Golden Voyage of Sinbad (1973)
2820,3773,2.0,2,House Party (1990)
2821,3774,0.75,4,House Party 2 (1991)
2822,3783,3.9545454545454546,11,Croupier (1998)
2823,3784,2.590909090909091,11,"Kid, The (2000)"
2824,3785,2.92,50,Scary Movie (2000)
2825,3786,2.625,4,But I'm a Cheerleader (1999)
2826,3787,4.0,2,Shower (Xizao) (1999)
2827,3788,3.6666666666666665,6,Blow-Up (Blowup) (1966)
2828,3789,3.5,1,"Pawnbroker, The (1964)"
2829,3790,4.0,2,Groove (2000)
2830,3791,3.1875,16,Footloose (1984)
2831,3792,5.0,1,Duel in the Sun (1946)
2832,3793,3.699248120300752,133,X-Men (2000)
2833,3794,2.5,2,Chuck & Buck (2000)
2834,3795,5.0,1,"Five Senses, The (1999)"
2835,3797,2.6666666666666665,3,"In Crowd, The (2000)"
2836,3798,3.2,25,What Lies Beneath (2000)
2837,3799,1.5833333333333333,6,Pokémon the Movie 2000 (2000)
2838,3801,4.0,4,Anatomy of a Murder (1959)
2839,3802,2.0,4,Freejack (1992)
2840,3806,3.0,1,Mackenna's Gold (1969)
2841,3807,3.0,1,Sinbad and the Eye of the Tiger (1977)
2842,3808,4.0,1,"Two Women (Ciociara, La) (1960)"
2843,3809,3.2714285714285714,35,What About Bob? (1991)
2844,3810,3.0,3,White Sands (1992)
2845,3811,3.9285714285714284,7,Breaker Morant (1980)
2846,3812,3.4583333333333335,12,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
2847,3813,4.166666666666667,3,Interiors (1978)
2848,3814,4.222222222222222,9,Love and Death (1975)
2849,3816,4.0,1,"Official Story, The (La historia oficial) (1985)"
2850,3819,4.0,3,Tampopo (1985)
2851,3821,2.28125,16,Nutty Professor II: The Klumps (2000)
2852,3822,4.125,4,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
2853,3823,4.0,2,Wonderland (1999)
2854,3824,2.409090909090909,11,Autumn in New York (2000)
2855,3825,2.7413793103448274,29,Coyote Ugly (2000)
2856,3826,2.2948717948717947,39,Hollow Man (2000)
2857,3827,2.891304347826087,23,Space Cowboys (2000)
2858,3830,1.5,2,Psycho Beach Party (2000)
2859,3831,3.909090909090909,11,Saving Grace (2000)
2860,3832,4.0,1,"Black Sabbath (Tre volti della paura, I) (1963)"
2861,3833,1.5,2,"Brain That Wouldn't Die, The (1962)"
2862,3834,3.0,2,Bronco Billy (1980)
2863,3835,2.1666666666666665,6,"Crush, The (1993)"
2864,3836,4.133333333333334,15,Kelly's Heroes (1970)
2865,3837,2.5,3,Phantasm II (1988)
2866,3838,2.0,1,Phantasm III: Lord of the Dead (1994)
2867,3839,1.6666666666666667,3,Phantasm IV: Oblivion (1998)
2868,3840,2.4,5,Pumpkinhead (1988)
2869,3841,2.8333333333333335,6,Air America (1990)
2870,3843,2.375,4,Sleepaway Camp (1983)
2871,3844,3.3333333333333335,9,Steel Magnolias (1989)
2872,3845,4.0,1,And God Created Woman (Et Dieu... créa la femme) (1956)
2873,3846,3.625,4,Easy Money (1983)
2874,3847,2.0,1,"Ilsa, She Wolf of the SS (1974)"
2875,3849,4.0,2,The Spiral Staircase (1945)
2876,3851,5.0,1,I'm the One That I Want (2000)
2877,3852,3.3846153846153846,13,"Tao of Steve, The (2000)"
2878,3855,4.75,2,"Affair of Love, An (Liaison pornographique, Une) (1999)"
2879,3857,4.0,1,Bless the Child (2000)
2880,3858,3.5,5,Cecil B. DeMented (2000)
2881,3859,3.75,2,"Eyes of Tammy Faye, The (2000)"
2882,3861,2.6842105263157894,19,"Replacements, The (2000)"
2883,3862,3.75,2,About Adam (2000)
2884,3863,3.0444444444444443,45,"Cell, The (2000)"
2885,3864,2.1,5,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
2886,3865,3.25,4,"Original Kings of Comedy, The (2000)"
2887,3868,3.4047619047619047,42,"Naked Gun: From the Files of Police Squad!, The (1988)"
2888,3869,3.423076923076923,26,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
2889,3870,3.0,1,Our Town (1940)
2890,3871,3.9,5,Shane (1953)
2891,3872,3.5,1,"Suddenly, Last Summer (1959)"
2892,3873,3.142857142857143,7,Cat Ballou (1965)
2893,3877,2.2222222222222223,9,Supergirl (1984)
2894,3879,2.0,2,"Art of War, The (2000)"
2895,3882,2.6911764705882355,34,Bring It On (2000)
2896,3884,1.5,3,"Crew, The (2000)"
2897,3888,4.0,1,Skipped Parts (2000)
2898,3889,2.25,6,Highlander: Endgame (Highlander IV) (2000)
2899,3893,3.3421052631578947,19,Nurse Betty (2000)
2900,3894,4.0,1,Solas (1999)
2901,3895,1.5,1,"Watcher, The (2000)"
2902,3896,3.125,8,"Way of the Gun, The (2000)"
2903,3897,3.8674698795180724,83,Almost Famous (2000)
2904,3898,2.5,2,Bait (2000)
2905,3899,1.0,1,Circus (2000)
2906,3900,4.0,1,Crime and Punishment in Suburbia (2000)
2907,3901,3.25,2,Duets (2000)
2908,3906,2.5,2,Under Suspicion (2000)
2909,3908,1.5,3,Urban Legends: Final Cut (2000)
2910,3909,2.0,4,Woman on Top (2000)
2911,3910,3.975,20,Dancer in the Dark (2000)
2912,3911,3.688679245283019,53,Best in Show (2000)
2913,3912,2.5,2,Beautiful (2000)
2914,3914,4.0,1,"Broken Hearts Club, The (2000)"
2915,3915,3.6666666666666665,6,Girlfight (2000)
2916,3916,3.7439024390243905,41,Remember the Titans (2000)
2917,3917,3.3666666666666667,15,Hellraiser (1987)
2918,3918,3.2777777777777777,9,Hellbound: Hellraiser II (1988)
2919,3919,2.5,1,Hellraiser III: Hell on Earth (1992)
2920,3920,4.0,1,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
2921,3922,1.0,1,Bikini Beach (1964)
2922,3925,3.9166666666666665,6,Stranger Than Paradise (1984)
2923,3926,3.0,1,Voyage to the Bottom of the Sea (1961)
2924,3927,2.6666666666666665,6,Fantastic Voyage (1966)
2925,3928,3.75,4,Abbott and Costello Meet Frankenstein (1948)
2926,3929,2.5,2,"Bank Dick, The (1940)"
2927,3930,2.125,4,"Creature from the Black Lagoon, The (1954)"
2928,3932,3.5,2,"Invisible Man, The (1933)"
2929,3933,0.5,1,"Killer Shrews, The (1959)"
2930,3937,2.625,4,Runaway (1984)
2931,3938,2.75,2,"Slumber Party Massacre, The (1982)"
2932,3939,5.0,1,Slumber Party Massacre II (1987)
2933,3940,5.0,1,Slumber Party Massacre III (1990)
2934,3941,5.0,1,Sorority House Massacre (1986)
2935,3942,5.0,1,Sorority House Massacre II (1990)
2936,3943,2.9375,8,Bamboozled (2000)
2937,3945,3.0,1,Digimon: The Movie (2000)
2938,3946,2.5,5,Get Carter (2000)
2939,3947,3.3333333333333335,3,Get Carter (1971)
2940,3948,3.4175824175824174,91,Meet the Parents (2000)
2941,3949,3.921875,96,Requiem for a Dream (2000)
2942,3950,3.5625,8,Tigerland (2000)
2943,3951,5.0,1,Two Family House (2000)
2944,3952,3.0714285714285716,7,"Contender, The (2000)"
2945,3953,2.125,4,Dr. T and the Women (2000)
2946,3955,1.5833333333333333,6,"Ladies Man, The (2000)"
2947,3957,2.6666666666666665,3,Billy Jack (1971)
2948,3958,2.0,1,Billy Jack Goes to Washington (1977)
2949,3959,3.625,8,"Time Machine, The (1960)"
2950,3962,1.5,1,Ghoulies II (1987)
2951,3963,3.75,2,"Unsinkable Molly Brown, The (1964)"
2952,3964,3.0,3,"Adventures of Ichabod and Mr. Toad, The (1949)"
2953,3965,3.5,1,"Strange Love of Martha Ivers, The (1946)"
2954,3966,3.5,2,Detour (1945)
2955,3967,3.8513513513513513,37,Billy Elliot (2000)
2956,3968,3.074074074074074,27,Bedazzled (2000)
2957,3969,3.4423076923076925,26,Pay It Forward (2000)
2958,3971,2.75,2,"Private Eyes, The (1981)"
2959,3972,4.125,16,"Legend of Drunken Master, The (Jui kuen II) (1994)"
2960,3973,1.125,4,Book of Shadows: Blair Witch 2 (2000)
2961,3974,3.0,1,"Little Vampire, The (2000)"
2962,3977,2.7222222222222223,72,Charlie's Angels (2000)
2963,3978,3.066666666666667,15,"Legend of Bagger Vance, The (2000)"
2964,3979,2.5,24,Little Nicky (2000)
2965,3980,3.392857142857143,14,Men of Honor (2000)
2966,3981,2.3461538461538463,13,Red Planet (2000)
2967,3983,4.166666666666667,9,You Can Count on Me (2000)
2968,3984,3.5,21,Diamonds Are Forever (1971)
2969,3985,3.25,6,"Eagle Has Landed, The (1976)"
2970,3986,2.8,20,"6th Day, The (2000)"
2971,3987,2.4166666666666665,6,Bounce (2000)
2972,3988,3.0454545454545454,33,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
2973,3989,4.0,2,One Day in September (1999)
2974,3990,2.25,4,Rugrats in Paris: The Movie (2000)
2975,3991,2.7777777777777777,9,102 Dalmatians (2000)
2976,3992,3.7,5,Malèna (2000)
2977,3993,3.0,6,Quills (2000)
2978,3994,3.4794520547945207,73,Unbreakable (2000)
2979,3996,3.8363636363636364,110,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
2980,3997,1.8333333333333333,12,Dungeons & Dragons (2000)
2981,3998,3.0416666666666665,12,Proof of Life (2000)
2982,3999,2.607142857142857,14,Vertical Limit (2000)
2983,4000,3.0,3,"Bounty, The (1984)"
2984,4002,3.8518518518518516,27,"Planes, Trains & Automobiles (1987)"
2985,4003,3.3333333333333335,3,She's Having a Baby (1988)
2986,4005,3.2916666666666665,12,"Living Daylights, The (1987)"
2987,4006,3.357142857142857,7,Transformers: The Movie (1986)
2988,4007,3.75,20,Wall Street (1987)
2989,4008,3.5384615384615383,13,Born on the Fourth of July (1989)
2990,4009,3.0,2,Talk Radio (1988)
2991,4010,2.9375,8,Brewster's Millions (1985)
2992,4011,4.155913978494624,93,Snatch (2000)
2993,4012,2.5,4,Punchline (1988)
2994,4014,3.521276595744681,47,Chocolat (2000)
2995,4015,2.727272727272727,33,"Dude, Where's My Car? (2000)"
2996,4016,3.7162162162162162,37,"Emperor's New Groove, The (2000)"
2997,4017,3.5357142857142856,14,Pollock (2000)
2998,4018,3.138888888888889,54,What Women Want (2000)
2999,4019,3.7142857142857144,28,Finding Forrester (2000)
3000,4020,2.923076923076923,13,"Gift, The (2000)"
3001,4021,4.3,5,Before Night Falls (2000)
3002,4022,3.7,100,Cast Away (2000)
3003,4023,3.130434782608696,23,"Family Man, The (2000)"
3004,4024,2.1666666666666665,3,"House of Mirth, The (2000)"
3005,4025,3.0546875,64,Miss Congeniality (2000)
3006,4027,3.8085106382978724,94,"O Brother, Where Art Thou? (2000)"
3007,4029,3.875,12,State and Main (2000)
3008,4030,1.8,5,Dracula 2000 (2000)
3009,4031,2.5,2,All the Pretty Horses (2000)
3010,4032,4.0,1,"Everlasting Piece, An (2000)"
3011,4033,3.923076923076923,13,Thirteen Days (2000)
3012,4034,3.9,70,Traffic (2000)
3013,4035,2.8333333333333335,3,"Claim, The (2000)"
3014,4036,3.1363636363636362,11,Shadow of the Vampire (2000)
3015,4037,3.8125,8,House of Games (1987)
3016,4039,3.125,16,Annie (1982)
3017,4040,2.3461538461538463,13,Don't Tell Mom the Babysitter's Dead (1991)
3018,4041,3.642857142857143,14,"Officer and a Gentleman, An (1982)"
3019,4042,3.375,4,"Alamo, The (1960)"
3020,4043,3.3333333333333335,3,At Close Range (1986)
3021,4046,4.0,1,Friendly Persuasion (1956)
3022,4047,3.6666666666666665,9,Gettysburg (1993)
3023,4051,0.5,1,Horrors of Spider Island (Ein Toter Hing im Netz) (1960)
3024,4052,3.5625,8,Antitrust (2001)
3025,4053,2.5,2,Double Take (2001)
3026,4054,2.84375,16,Save the Last Dance (2001)
3027,4055,4.0,2,Panic (2000)
3028,4056,3.2857142857142856,7,"Pledge, The (2001)"
3029,4061,4.0,2,The Man in the Moon (1991)
3030,4062,3.375,8,Mystic Pizza (1988)
3031,4063,2.5,4,Prelude to a Kiss (1992)
3032,4064,3.5,1,Coffy (1973)
3033,4065,2.5,1,Foxy Brown (1974)
3034,4066,2.875,4,I'm Gonna Git You Sucka (1988)
3035,4067,3.375,4,Untamed Heart (1993)
3036,4068,2.7142857142857144,7,Sugar & Spice (2001)
3037,4069,2.909090909090909,22,"Wedding Planner, The (2001)"
3038,4074,3.0,1,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
3039,4077,4.5,2,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
3040,4078,4.0,1,Amazing Grace and Chuck (1987)
3041,4079,4.25,2,Amazon Women on the Moon (1987)
3042,4080,3.25,2,Baby Boom (1987)
3043,4081,1.8333333333333333,3,Back to the Beach (1987)
3044,4082,3.5,2,Barfly (1987)
3045,4083,4.0,1,Best Seller (1987)
3046,4084,2.8684210526315788,19,Beverly Hills Cop II (1987)
3047,4085,3.402173913043478,46,Beverly Hills Cop (1984)
3048,4086,3.5,5,"Big Easy, The (1987)"
3049,4089,2.0,1,Born in East L.A. (1987)
3050,4090,3.5625,8,"Brave Little Toaster, The (1987)"
3051,4091,3.25,4,Can't Buy Me Love (1987)
3052,4092,2.25,2,Cherry 2000 (1987)
3053,4093,1.5,1,Cop (1988)
3054,4102,3.5,6,Eddie Murphy Raw (1987)
3055,4103,3.95,10,Empire of the Sun (1987)
3056,4104,1.4,5,Ernest Goes to Camp (1987)
3057,4105,3.8181818181818183,22,"Evil Dead, The (1981)"
3058,4109,2.5714285714285716,7,Flowers in the Attic (1987)
3059,4110,3.0,1,"Fourth Protocol, The (1987)"
3060,4111,3.0,1,Gardens of Stone (1987)
3061,4113,3.0,2,"Glass Menagerie, The (1987)"
3062,4115,2.0,1,Hiding Out (1987)
3063,4116,5.0,1,Hollywood Shuffle (1987)
3064,4117,4.333333333333333,3,Hope and Glory (1987)
3065,4121,3.125,12,Innerspace (1987)
3066,4123,2.0,1,Ishtar (1987)
3067,4124,1.25,4,Jaws: The Revenge (1987)
3068,4125,0.75,2,Leonard Part 6 (1987)
3069,4126,3.5,4,Less Than Zero (1987)
3070,4127,1.6666666666666667,3,"Like Father, Like Son (1987)"
3071,4128,3.7115384615384617,26,"Lost Boys, The (1987)"
3072,4129,1.0,1,Made in Heaven (1987)
3073,4130,1.8333333333333333,3,Maid to Order (1987)
